unique_number,id_no,name_en,short_description_en,date_inscribed,danger_list,longitude,latitude,area_hectares,category,states_name_en,name_en,iso_code,udnp_code,transboundary
615,526,Colonial City of Santo Domingo,"<p>After Christopher Columbus's arrival on the island in 1492, Santo Domingo became the site of the first cathedral, hospital, customs house and university in the Americas. This colonial town, founded in 1498, was laid out on a grid pattern that became the model for almost all town planners in the New World.</p>",1990,,-69.9166666700,18.4833333300,,Cultural,"Dominican Republic,Dominican Republic",Latin America and the Caribbean,do,dom,1
4,1,Galápagos Islands,"<p>Situated in the Pacific Ocean some 1,000 km from the South American continent, these 19 islands and the surrounding marine reserve have been called a unique &lsquo;living museum and showcase of evolution&rsquo;. Located at the confluence of three ocean currents, the Gal&aacute;pagos are a &lsquo;melting pot&rsquo; of marine species. Ongoing seismic and volcanic activity reflects the processes that formed the islands. These processes, together with the extreme isolation of the islands, led to the development of unusual animal life &ndash; such as the land iguana, the giant tortoise and the many types of finch &ndash; that inspired Charles Darwin&rsquo;s theory of evolution by natural selection following his visit in 1835.</p>",1978,P 2007-2010,-91.0000000000,-0.8166700000,14066514.0000,Natural,"Ecuador,Ecuador",Latin America and the Caribbean,ec,ecu,1
290,260,Sangay National Park,"<p>With its outstanding natural beauty and two active volcanoes, the park illustrates the entire spectrum of ecosystems, ranging from tropical rainforests to glaciers, with striking contrasts between the snowcapped peaks and the forests of the plains. Its isolation has encouraged the survival of indigenous species such as the mountain tapir and the Andean condor.</p>",1983,P 1992-2005,-78.3333300000,-1.8333300000,271925.0000,Natural,"Ecuador,Ecuador",Latin America and the Caribbean,ec,ecu,1
1363,1186,Wadi Al-Hitan (Whale Valley),"<p>Wadi Al-Hitan, Whale Valley, in the Western Desert of Egypt, contains invaluable fossil remains of the earliest, and now extinct, suborder of whales, Archaeoceti. These fossils represent one of the major stories of evolution: the emergence of the whale as an ocean-going mammal from a previous life as a land-based animal. This is the most important site in the world for the demonstration of this stage of evolution. It portrays vividly the form and life of these whales during their transition. The number, concentration and quality of such fossils here is unique, as is their accessibility and setting in an attractive and protected landscape. The fossils of Al-Hitan show the youngest archaeocetes, in the last stages of losing their hind limbs. Other fossil material in the site makes it possible to reconstruct the surrounding environmental and ecological conditions of the time.</p>",2005,,30.1833300000,29.3333300000,20015.0000,Natural,"Egypt,Egypt",Arab States,eg,egy,1
690,583,Fortress of Suomenlinna,"<p>Built in the second half of the 18th century by Sweden on a group of islands located at the entrance of Helsinki's harbour, this fortress is an especially interesting example of European military architecture of the time.</p>",1991,,24.9872200000,60.1472200000,210.0000,Cultural,"Finland,Finland",Europe and North America,fi,fin,1
691,584,Petäjävesi Old Church,"<p>Pet&auml;j&auml;vesi Old Church, in central Finland, was built of logs between 1763 and 1765. This Lutheran country church is a typical example of an architectural tradition that is unique to eastern Scandinavia. It combines the Renaissance conception of a centrally planned church with older forms deriving from Gothic groin vaults.</p>",1994,,25.1833300000,62.2500000000,0.0000,Cultural,"Finland,Finland",Europe and North America,fi,fin,1
885,751,Verla Groundwood and Board Mill,"<p>The Verla groundwood and board mill and its associated residential area is an outstanding, remarkably well-preserved example of the small-scale rural industrial settlements associated with pulp, paper and board production that flourished in northern Europe and North America in the 19th and early 20th centuries. Only a handful of such settlements survive to the present day.</p>",1996,,26.6408300000,61.0619400000,22.7780,Cultural,"Finland,Finland",Europe and North America,fi,fin,1
1100,943,Belfries of Belgium and France,"<p>Twenty-three belfries in the north of France and the belfry of Gembloux in Belgium were inscribed as a group, an extension to the 32 Belgian belfries inscribed in 1999 as Belfries of Flanders and Wallonia. Built between the 11th and 17th centuries, they showcase the Roman, Gothic, Renaissance and Baroque styles of architecture. They are highly significant tokens of the winning of civil liberties. While Italian, German and English towns mainly opted to build town halls, in part of north-western Europe, greater emphasis was placed on building belfries. Compared with the keep (symbol of the seigneurs) and the bell-tower (symbol of the Church), the belfry, the third tower in the urban landscape, symbolizes the power of the aldermen. Over the centuries, they came to represent the influence and wealth of the towns.</p>",1999,,3.2313900000,50.1744400000,0.0000,Cultural,"France,Belgium",Europe and North America,fr,fra,1
1307,1127,Muskauer Park / Park Mużakowski,"<p>A landscaped park of 559.9 ha astride the Neisse River and the border between Poland and Germany, it was created by Prince Hermann von Puckler-Muskau from 1815 to 1844. Blending seamlessly with the surrounding farmed landscape, the park pioneered new approaches to landscape design and influenced the development of landscape architecture in Europe and America. Designed as a &lsquo;painting with plants&rsquo;, it did not seek to evoke classical landscapes, paradise, or some lost perfection, instead using local plants to enhance the inherent qualities of the existing landscape. This integrated landscape extends into the town of Muskau with green passages that formed urban parks framing areas for development. The town thus became a design component in a utopian landscape. The site also features a reconstructed castle, bridges and an arboretum.</p>",2004,,14.7264444400,51.5793055600,348.0000,Cultural,"Germany,Poland",Europe and North America,de,deu,1
1777,1133,Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of  Germany,"<p>The Ancient Beech Forests of Germany, represent examples of on-going post-glacial biological and ecological evolution of terrestrial ecosystems and are indispensable to understanding the spread of the beech <em>(Fagus sylvatica)</em>&nbsp;in the Northern Hemisphere across a variety of environments. The new inscription represents the addition of five forests totaling 4,391 hectares that are added to the 29,278 hectares of Slovakian and Ukranian beech forests inscribed on the World Heritage List in 2007. The tri-national property is now to be known as the Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of Germany (Slovakia, Ukraine, Germany).</p>",2007,,22.5361111111,49.0861111111,33670.2000,Natural,"Germany,Slovakia,Ukraine",Europe and North America,de,deu,1
38,34,"Forts and Castles, Volta, Greater Accra, Central and Western Regions","<p>The remains of fortified trading-posts, erected between 1482 and 1786, can still be seen along the coast of Ghana between Keta and Beyin. They were links in the trade routes established by the Portuguese in many areas of the world during their era of great maritime exploration.</p>",1979,,-0.4936100000,5.3910300000,0.0000,Cultural,"Ghana,Ghana",Africa,gh,gha,1
98,91,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","<p>Founded, according to legend, by Romulus and Remus in 753 BC, Rome was first the centre of the Roman Republic, then of the Roman Empire, and it became the capital of the Christian world in the 4th century. The World Heritage site, extended in 1990 to the walls of Urban VIII, includes some of the major monuments of antiquity such as the Forums, the Mausoleum of Augustus, the Mausoleum of Hadrian, the Pantheon, Trajan&rsquo;s Column and the Column of Marcus Aurelius, as well as the religious and public buildings of papal Rome.</p>",1980,,12.4923055600,41.8902222200,1485.1000,Cultural,"Holy See,Italy",Europe and North America,va,vat,1
524,452,Sundarbans National Park,"<p>The Sundarbans covers 10,000 km<sup>2</sup> of land and water (more than half of it in India, the rest in Bangladesh) in the Ganges delta. It contains the world's largest area of mangrove forests. A number of rare or endangered species live in the park, including tigers, aquatic mammals, birds and reptiles.</p>",1987,,88.8958333300,21.9450000000,133010.0000,Natural,"India,India",Asia and the Pacific,in,ind,1
1344,1167,Tropical Rainforest Heritage of Sumatra,"<p>The 2.5 million hectare Tropical Rainforest Heritage of Sumatra site comprises three national parks: Gunung Leuser National Park, Kerinci Seblat National Park and Bukit Barisan Selatan National Park. The site holds the greatest potential for long-term conservation of the distinctive and diverse biota of Sumatra, including many endangered species. The protected area is home to an estimated 10,000 plant species, including 17 endemic genera; more than 200 mammal species; and some 580 bird species of which 465 are resident and 21 are endemic. Of the mammal species, 22 are Asian, not found elsewhere in the archipelago and 15 are confined to the Indonesian region, including the endemic Sumatran orang-utan. The site also provides biogeographic evidence of the evolution of the island.</p>",2004,,101.5000000000,-2.5000000000,2595124.0000,Natural,"Indonesia,Indonesia",Asia and the Pacific,id,idn,1
